,date,state,positiveIncrease,negativeIncrease,total,totalTestResultsIncrease
7429,2020-05-24,NY,1589,46176,1699826,47765
7430,2020-05-24,OH,503,7556,324553,8059
7431,2020-05-24,OK,77,0,160980,77
7432,2020-05-24,OR,39,1949,112195,1988
7433,2020-05-24,PA,730,6913,396095,7643
7434,2020-05-24,PR,89,0,43677,89
7435,2020-05-24,RI,84,757,104065,2982
7436,2020-05-24,SC,201,4836,163947,5037
7437,2020-05-24,SD,95,1282,34905,1377
7438,2020-05-24,TN,356,9462,383576,9818
7439,2020-05-24,TX,839,0,763545,839
7440,2020-05-24,UT,132,3522,194433,3654
7441,2020-05-24,VA,495,11120,244496,7319
7442,2020-05-24,VI,0,0,1457,0
7443,2020-05-24,VT,2,1164,28590,1166
7444,2020-05-24,WA,101,2722,343829,2823
7445,2020-05-24,WI,410,6877,203682,7287
7446,2020-05-24,WV,42,1908,85694,1950
7447,2020-05-24,WY,25,0,20059,25
7448,2020-05-23,AK,4,901,42351,905
7449,2020-05-23,AL,375,4533,182676,4908
7450,2020-05-23,AR,0,0,103047,0
7451,2020-05-23,AS,0,0,124,0
7452,2020-05-23,AZ,431,4005,180439,4436
7453,2020-05-23,CA,2187,46346,1515306,48533
7454,2020-05-23,CO,296,2431,144952,3550
7455,2020-05-23,CT,382,5657,208367,6039
7456,2020-05-23,DC,73,8925,51991,-4065
7457,2020-05-23,DE,161,1387,50534,1548
7458,2020-05-23,FL,676,20265,858000,20941
7459,2020-05-23,GA,914,25374,453537,26288
7460,2020-05-23,GU,0,80,5359,80
7461,2020-05-23,HI,-5,841,48821,836
7462,2020-05-23,IA,389,3302,123941,3691
7463,2020-05-23,ID,61,953,40609,1008
7464,2020-05-23,IL,2352,22762,722247,25114
7465,2020-05-23,IN,492,5880,214933,6372
7466,2020-05-23,KS,0,0,76434,0
7467,2020-05-23,KY,140,5079,171459,5098
7468,2020-05-23,LA,115,2524,314447,2639
7469,2020-05-23,MA,773,8569,520986,6712
7470,2020-05-23,MD,1071,3354,232327,4425
7471,2020-05-23,ME,65,0,37463,65
7472,2020-05-23,MI,218,14274,516849,14492
7473,2020-05-23,MN,391,8505,217706,8896
7474,2020-05-23,MO,194,-24836,148304,-24642
7475,2020-05-23,MP,0,0,4318,0
7476,2020-05-23,MS,381,-4134,134220,-3753
7477,2020-05-23,MT,0,795,32652,795
7478,2020-05-23,NC,1107,25251,329582,26358
7479,2020-05-23,ND,49,1270,64067,2257
7480,2020-05-23,NE,237,1326,79982,1563
7481,2020-05-23,NH,154,4285,61383,2039
7482,2020-05-23,NJ,385,23036,578735,23421
7483,2020-05-23,NM,153,5463,158383,5616
7484,2020-05-23,NV,295,6811,107047,7106
7485,2020-05-23,NY,1772,49496,1652061,51268
7486,2020-05-23,OH,614,8080,316494,8694
7487,2020-05-23,OK,111,7625,160903,7736
7488,2020-05-23,OR,24,2344,110207,2368
7489,2020-05-23,PA,725,8726,388452,9451
7490,2020-05-23,PR,70,0,43588,70
7491,2020-05-23,RI,108,1317,103224,3510
7492,2020-05-23,SC,257,8630,158910,8887
7493,2020-05-23,SD,112,1072,33528,1184
7494,2020-05-23,TN,395,5193,373758,5588
7495,2020-05-23,TX,1060,20284,762706,21344
7496,2020-05-23,UT,203,3742,190779,3945
7497,2020-05-23,VA,799,6496,232879,10630
7498,2020-05-23,VI,0,0,1457,0
7499,2020-05-23,VT,2,1689,27424,1691
7500,2020-05-23,WA,149,3201,341006,3350
7501,2020-05-23,WI,503,6626,196395,7129
7502,2020-05-23,WV,101,-1186,83744,-1085
7503,2020-05-23,WY,10,600,20034,610
7504,2020-05-22,AK,2,1899,41446,1901
7505,2020-05-22,AL,444,6585,177768,7029
7506,2020-05-22,AR,154,3617,103047,3771
7507,2020-05-22,AS,0,0,124,0
7508,2020-05-22,AZ,293,4083,176003,4376
7509,2020-05-22,CA,2247,43399,1466773,45646
7510,2020-05-22,CO,394,6220,142225,5121
7511,2020-05-22,CT,432,5449,202328,5881
7512,2020-05-22,DC,105,1132,42993,1237
7513,2020-05-22,DE,143,1301,48986,1444
7514,2020-05-22,FL,776,20791,836983,21567
7515,2020-05-22,GA,813,18705,427249,19518
7516,2020-05-22,GU,0,215,5279,215
7517,2020-05-22,HI,4,832,47985,836
7518,2020-05-22,IA,334,3351,120250,3685
7519,2020-05-22,ID,28,679,39595,702
7520,2020-05-22,IL,2758,22355,697133,25113
7521,2020-05-22,IN,473,5093,208561,5566
7522,2020-05-22,KS,419,4812,76434,5231
7523,2020-05-22,KY,11,7449,166240,7568
7524,2020-05-22,LA,421,6006,311808,6427
7525,2020-05-22,MA,805,9353,511644,14811
7526,2020-05-22,MD,893,6776,227902,7669
7527,2020-05-22,ME,71,0,37398,71
7528,2020-05-22,MI,465,19494,502357,19959
7529,2020-05-22,MN,792,8930,208810,9722
7530,2020-05-22,MO,218,10636,172946,10854
7531,2020-05-22,MP,0,229,4318,229
7532,2020-05-22,MS,402,11601,137973,12003
7533,2020-05-22,MT,0,1333,31857,1333
7534,2020-05-22,NC,758,11821,303224,12579
7535,2020-05-22,ND,70,1463,62748,2491
7536,2020-05-22,NE,303,2476,78419,2779
7537,2020-05-22,NH,67,2203,56626,2355
7538,2020-05-22,NJ,1247,9793,555314,11040
7539,2020-05-22,NM,155,5268,152767,5423
7540,2020-05-22,NV,146,5413,99941,5559
7541,2020-05-22,NY,1696,44042,1600793,45738
7542,2020-05-22,OH,627,8095,307800,8722
7543,2020-05-22,OK,169,3403,153167,3572
7544,2020-05-22,OR,47,2568,107839,2615
7545,2020-05-22,PA,866,9229,379001,10095
7546,2020-05-22,PR,117,0,43518,117
7547,2020-05-22,RI,201,1451,101799,4131
7548,2020-05-22,SC,463,11322,150023,11785
7549,2020-05-22,SD,106,937,32344,1043
7550,2020-05-22,TN,433,7154,368170,7587
7551,2020-05-22,TX,1181,0,741362,1181
7552,2020-05-22,UT,183,3777,186834,3960
7553,2020-05-22,VA,813,5763,225639,8187
7554,2020-05-22,VI,0,29,1457,29
7555,2020-05-22,VT,2,30,25733,32
7556,2020-05-22,WA,313,5531,337656,5844
7557,2020-05-22,WI,548,9465,189230,10013
7558,2020-05-22,WV,23,1665,84829,1688
7559,2020-05-22,WY,2,568,19424,570
7560,2020-05-21,AK,0,2500,39545,2500
7561,2020-05-21,AL,375,5914,170739,6289
7562,2020-05-21,AR,455,2563,99276,3018
7563,2020-05-21,AS,0,0,124,0
7564,2020-05-21,AZ,418,5774,171627,6192
7565,2020-05-21,CA,2140,38867,1421127,41007
7566,2020-05-21,CO,315,3459,135611,4365
7567,2020-05-21,CT,191,5538,196447,5729
7568,2020-05-21,DC,237,1100,41756,1337
7569,2020-05-21,DE,192,1938,47542,2130
7570,2020-05-21,FL,1204,41377,815400,42581
7571,2020-05-21,GA,758,4033,407731,4791
7572,2020-05-21,GU,0,92,5064,92
7573,2020-05-21,HI,2,843,47149,845
7574,2020-05-21,IA,556,5261,116565,5817
7575,2020-05-21,ID,30,291,38888,316
7576,2020-05-21,IL,2268,27039,672020,29307
7577,2020-05-21,IN,662,6595,202995,7257
7578,2020-05-21,KS,0,0,71203,0
7579,2020-05-21,KY,206,4588,158780,4872
7580,2020-05-21,LA,1188,18223,305381,19411
7581,2020-05-21,MA,1114,10419,501486,15944
7582,2020-05-21,MD,1208,3695,220233,4903
7583,2020-05-21,ME,58,0,37327,58
7584,2020-05-21,MI,459,15940,482398,16399
7585,2020-05-21,MN,973,7307,199088,8280
7586,2020-05-21,MO,108,0,162092,108
7587,2020-05-21,MP,1,271,4089,272
7588,2020-05-21,MS,255,5035,125970,5290
7589,2020-05-21,MT,1,797,30524,798
7590,2020-05-21,NC,738,12304,290645,13042
7591,2020-05-21,ND,95,1945,61215,2624
7592,2020-05-21,NE,276,3229,75640,3505
7593,2020-05-21,NH,147,1795,54264,2531
7594,2020-05-21,NJ,1073,11858,544274,12931
7595,2020-05-21,NM,125,4973,147344,5098
7596,2020-05-21,NV,89,3122,94382,3211
7597,2020-05-21,NY,2088,47131,1555055,49219
7598,2020-05-21,OH,731,8819,299078,9550
7599,2020-05-21,OK,148,5076,149595,5224
7600,2020-05-21,OR,16,3059,105224,3075
7601,2020-05-21,PA,1726,17480,368906,19206
7602,2020-05-21,PR,47,40488,43401,40535
7603,2020-05-21,RI,169,1939,100147,3096
7604,2020-05-21,SC,119,3056,138238,3175
7605,2020-05-21,SD,73,839,31301,912
7606,2020-05-21,TN,429,6141,360583,6570
7607,2020-05-21,TX,945,18308,740181,19253
7608,2020-05-21,UT,164,3046,182874,3210
7609,2020-05-21,VA,1229,4744,219089,11052
7610,2020-05-21,VI,0,0,1409,0
7611,2020-05-21,VT,6,637,25701,643
7612,2020-05-21,WA,296,5437,331812,5733
7613,2020-05-21,WI,523,8938,179250,9461
7614,2020-05-21,WV,48,2452,83141,2500
7615,2020-05-21,WY,14,0,18854,14
7616,2020-05-20,AK,3,662,37045,665
7617,2020-05-20,AL,368,6516,164450,6884
7618,2020-05-20,AR,80,2477,96258,2557
7619,2020-05-20,AS,0,0,124,0
7620,2020-05-20,AZ,331,3533,165435,3864
7621,2020-05-20,CA,2262,38542,1380120,40804
7622,2020-05-20,CO,280,224,131837,3014
7623,2020-05-20,CT,587,4611,190718,5198
7624,2020-05-20,DC,117,928,40419,1045
7625,2020-05-20,DE,157,1123,45412,1280
7626,2020-05-20,FL,527,54966,772705,55493
7627,2020-05-20,GA,926,23858,402940,24784
7628,2020-05-20,GU,11,134,4972,145
7629,2020-05-20,HI,1,1280,46304,1281
7630,2020-05-20,IA,265,2835,110748,3100
7631,2020-05-20,ID,21,477,38567,497
7632,2020-05-20,IL,2388,18641,642713,21029
7633,2020-05-20,IN,569,5839,195738,6408
7634,2020-05-20,KS,199,4014,71203,4213
7635,2020-05-20,KY,0,0,153986,0
7636,2020-05-20,LA,278,7619,285970,7897
7637,2020-05-20,MA,1045,11968,489953,16910
7638,2020-05-20,MD,777,5895,215330,6672
7639,2020-05-20,ME,78,13358,37269,13436
7640,2020-05-20,MI,575,13640,465999,14215
7641,2020-05-20,MN,767,6190,190808,6957
7642,2020-05-20,MO,152,7722,161984,7874
7643,2020-05-20,MP,0,0,3817,0
7644,2020-05-20,MS,263,2657,120680,2920
7645,2020-05-20,MT,7,769,29726,776
7646,2020-05-20,NC,422,12173,277603,12595
7647,2020-05-20,ND,81,1368,59175,1982
7648,2020-05-20,NE,221,1930,72135,2151
7649,2020-05-20,NH,69,1345,51749,3427
7650,2020-05-20,NJ,1386,9775,531343,11161
7651,2020-05-20,NM,96,4530,142246,4626
7652,2020-05-20,NV,120,3496,91171,3616
7653,2020-05-20,NY,1525,36572,1505836,38097
7654,2020-05-20,OH,484,11442,289528,11926
7655,2020-05-20,OK,43,5181,144371,5224
7656,2020-05-20,OR,75,2354,102149,2429
7657,2020-05-20,PA,0,0,349700,0
7658,2020-05-20,PR,61,0,2866,61
7659,2020-05-20,RI,187,1525,98039,3583
7660,2020-05-20,SC,0,0,135063,0
7661,2020-05-20,SD,92,588,30389,680
7662,2020-05-20,TN,154,7736,354013,7890
7663,2020-05-20,TX,1411,19371,720928,20782
7664,2020-05-20,UT,192,2161,179664,2353
7665,2020-05-20,VA,763,9074,213144,8154
7666,2020-05-20,VI,0,16,1409,16
7667,2020-05-20,VT,0,0,25058,0
7668,2020-05-20,WA,268,6792,326079,7060
7669,2020-05-20,WI,577,6063,169780,6640
7670,2020-05-20,WV,36,2304,80641,2340
7671,2020-05-20,WY,11,969,18840,980
7672,2020-05-19,AK,0,769,36380,769
7673,2020-05-19,AL,290,153,157566,443
7674,2020-05-19,AR,110,8352,93701,8516
7675,2020-05-19,AS,0,19,124,19
7676,2020-05-19,AZ,396,4702,161571,5098
7677,2020-05-19,CA,1365,45279,1339316,46644
7678,2020-05-19,CO,264,2574,131333,3269
7679,2020-05-19,CT,314,7527,185520,7841
7680,2020-05-19,DC,164,1385,39374,1549
7681,2020-05-19,DE,168,1506,44132,1674
7682,2020-05-19,FL,502,38941,717224,39443
7683,2020-05-19,GA,640,13227,378156,13867
7684,2020-05-19,GU,0,104,4827,104
7685,2020-05-19,HI,0,2978,45023,2978
7686,2020-05-19,IA,394,4106,107648,4500
7687,2020-05-19,ID,36,1361,38069,1391
7688,2020-05-19,IL,1545,16898,621684,18443
7689,2020-05-19,IN,450,4968,189330,5418
7690,2020-05-19,KS,0,0,66990,0
7691,2020-05-19,KY,381,23920,153986,24395
7692,2020-05-19,LA,329,7996,278073,8325
7693,2020-05-19,MA,873,6868,476940,16689
7694,2020-05-19,MD,1784,5368,208658,7152
7695,2020-05-19,ME,28,0,23833,28
7696,2020-05-19,MI,764,16093,451784,16857
7697,2020-05-19,MN,855,5522,183851,6377
7698,2020-05-19,MO,135,2637,154110,2772
7699,2020-05-19,MP,0,397,3817,397
7700,2020-05-19,MS,272,1721,117760,1993
7701,2020-05-19,MT,1,782,28950,783
7702,2020-05-19,NC,677,8576,265008,9253
7703,2020-05-19,ND,60,1107,57726,1839
7704,2020-05-19,NE,277,2206,69984,2483
7705,2020-05-19,NH,56,4540,50348,1273
7706,2020-05-19,NJ,974,13639,520182,14613
7707,2020-05-19,NM,158,4209,137620,4367
7708,2020-05-19,NV,140,5583,87555,5723
7709,2020-05-19,NY,1474,26708,1467739,28182
7710,2020-05-19,OH,498,5255,277602,5753
7711,2020-05-19,OK,91,15496,139147,15587
7712,2020-05-19,OR,39,2366,99720,2405
7713,2020-05-19,PA,610,8481,349700,9091
7714,2020-05-19,PR,95,0,2805,95
7715,2020-05-19,RI,215,1878,96327,2251
7716,2020-05-19,SC,114,3390,135063,3504
7717,2020-05-19,SD,58,606,29709,664
7718,2020-05-19,TN,367,8328,346123,8695
7719,2020-05-19,TX,1219,19082,700146,20301
7720,2020-05-19,UT,134,3155,177311,3289
7721,2020-05-19,VA,1005,5558,203262,5640
7722,2020-05-19,VI,0,20,1384,20
7723,2020-05-19,VT,0,567,25058,567
7724,2020-05-19,WA,298,8335,319019,8633
7725,2020-05-19,WI,250,3735,163140,3985
7726,2020-05-19,WV,18,2248,78301,2266
7727,2020-05-19,WY,10,753,17860,763
7728,2020-05-18,AK,3,957,35611,960
7729,2020-05-18,AL,315,458,157123,773
7730,2020-05-18,AR,54,0,85239,0
7731,2020-05-18,AS,0,0,105,0
7732,2020-05-18,AZ,233,4479,156473,4712
7733,2020-05-18,CA,1591,55838,1292672,57429
7734,2020-05-18,CO,305,2642,128495,3414
7735,2020-05-18,CT,697,6375,177679,7072
7736,2020-05-18,DC,147,1152,37825,1299
7737,2020-05-18,DE,199,1394,42458,1593
7738,2020-05-18,FL,854,23766,677758,24620
7739,2020-05-18,GA,380,12734,364289,13114
7740,2020-05-18,GU,0,119,4723,119
7741,2020-05-18,HI,1,370,42045,371
7742,2020-05-18,IA,304,2603,103148,2907
7743,2020-05-18,ID,0,0,36672,0
7744,2020-05-18,IL,2294,19003,603241,21297
7745,2020-05-18,IN,477,6192,183912,6669
7746,2020-05-18,KS,454,4944,66990,5398
7747,2020-05-18,KY,0,0,129685,0
7748,2020-05-18,LA,277,4301,269748,4578
7749,2020-05-18,MA,1042,7331,469199,17590
7750,2020-05-18,MD,958,5622,201506,6580
7751,2020-05-18,ME,26,0,23805,26
7752,2020-05-18,MI,534,12567,434927,13101
7753,2020-05-18,MN,971,5418,177474,6397
7754,2020-05-18,MO,156,4927,151338,5083
7755,2020-05-18,MP,0,81,3420,81
7756,2020-05-18,MS,136,2505,115767,2641
7757,2020-05-18,MT,2,1280,28167,1282
7758,2020-05-18,NC,511,6300,255755,6811
7759,2020-05-18,ND,31,1309,56559,2022
7760,2020-05-18,NE,128,1733,67501,1861
7761,2020-05-18,NH,40,86,46359,2601
7762,2020-05-18,NJ,1705,16299,505569,18004
7763,2020-05-18,NM,81,4588,133253,4669
7764,2020-05-18,NV,49,1146,81832,1195
7765,2020-05-18,NY,1250,24911,1439557,26161
7766,2020-05-18,OH,531,6856,271849,7387
7767,2020-05-18,OK,88,0,123560,88
7768,2020-05-18,OR,64,2895,97315,2959
7769,2020-05-18,PA,822,6883,340609,7705
7770,2020-05-18,PR,64,0,2710,64
7771,2020-05-18,RI,137,1289,94234,2999
7772,2020-05-18,SC,126,10947,131559,11073
7773,2020-05-18,SD,40,446,29045,486
7774,2020-05-18,TN,623,11525,337428,12148
7775,2020-05-18,TX,909,28581,679845,29490
7776,2020-05-18,UT,146,3124,174022,3270
7777,2020-05-18,VA,752,5113,196756,8508
7778,2020-05-18,VI,0,0,1392,0
7779,2020-05-18,VT,4,573,24491,577
7780,2020-05-18,WA,319,8143,310386,8462
7781,2020-05-18,WI,185,4828,159138,5013
7782,2020-05-18,WV,1,544,76035,545
7783,2020-05-18,WY,12,0,17097,12
7784,2020-05-17,AK,4,1366,34651,1370
7785,2020-05-17,AL,248,2608,156350,2856
7786,2020-05-17,AR,181,3360,85185,3656
7787,2020-05-17,AS,0,0,105,0
7788,2020-05-17,AZ,306,4667,151761,4973
7789,2020-05-17,CA,2046,54071,1235243,56117
7790,2020-05-17,CO,401,3307,125548,4422
7791,2020-05-17,CT,716,5136,170607,5852
7792,2020-05-17,DC,81,913,36526,994
7793,2020-05-17,DE,123,984,40865,1107
7794,2020-05-17,FL,777,20968,653271,21745
7795,2020-05-17,GA,554,29552,351175,30106
7796,2020-05-17,GU,0,85,4604,85
7797,2020-05-17,HI,1,790,41674,791
7798,2020-05-17,IA,323,3618,100241,3941
7799,2020-05-17,ID,30,954,36672,971
7800,2020-05-17,IL,1734,18561,581944,20295
7801,2020-05-17,IN,498,5387,177243,5885
7802,2020-05-17,KS,0,0,61592,0
7803,2020-05-17,KY,244,1707,129685,1707
7804,2020-05-17,LA,315,5113,265170,5428
7805,2020-05-17,MA,1077,11660,460826,5855
7806,2020-05-17,MD,836,3915,194926,4751
7807,2020-05-17,ME,39,0,23779,39
7808,2020-05-17,MI,255,10392,421826,10647
7809,2020-05-17,MN,311,5670,171085,5973
7810,2020-05-17,MO,114,6801,146255,6915
7811,2020-05-17,MP,0,0,3339,0
7812,2020-05-17,MS,173,4477,113126,4650
7813,2020-05-17,MT,0,794,26885,794
7814,2020-05-17,NC,530,9828,248944,10358
7815,2020-05-17,ND,51,1682,55219,2473
7816,2020-05-17,NE,448,5214,65640,5662
7817,2020-05-17,NH,92,1984,45968,1833
7818,2020-05-17,NJ,1245,11096,487565,12341
7819,2020-05-17,NM,195,3931,128584,4126
7820,2020-05-17,NV,148,6778,80637,6926
7821,2020-05-17,NY,1889,32790,1413396,34679
7822,2020-05-17,OH,449,17311,264462,17760
7823,2020-05-17,OK,73,0,123472,73
7824,2020-05-17,OR,11,2146,94356,2157
7825,2020-05-17,PA,623,4445,332904,5068
7826,2020-05-17,PR,57,0,2646,57
7827,2020-05-17,RI,125,1537,92808,4590
7828,2020-05-17,SC,409,10461,120486,10870
7829,2020-05-17,SD,28,355,28559,383
7830,2020-05-17,TN,100,4979,325280,5079
7831,2020-05-17,TX,785,10831,650355,11616
7832,2020-05-17,UT,170,3808,170752,3978
7833,2020-05-17,VA,705,4088,190888,7805
7834,2020-05-17,VI,0,84,1392,84
7835,2020-05-17,VT,0,777,23914,777
7836,2020-05-17,WA,64,2404,301924,2468
7837,2020-05-17,WI,379,5468,154113,5847
7838,2020-05-17,WV,33,2064,75490,2097
7839,2020-05-17,WY,13,653,17085,666
7840,2020-05-16,AK,4,859,33281,863
7841,2020-05-16,AL,307,7124,153494,7431
7842,2020-05-16,AR,115,0,81644,0
7843,2020-05-16,AS,0,0,105,0
7844,2020-05-16,AZ,462,4325,146788,4787
7845,2020-05-16,CA,1857,43363,1179126,45220
7846,2020-05-16,CO,394,3416,121840,4262
7847,2020-05-16,CT,618,8229,164755,8847
7848,2020-05-16,DC,171,1022,35532,1193
7849,2020-05-16,DE,174,1306,39758,1480
7850,2020-05-16,FL,1601,19609,631723,21210
7851,2020-05-16,GA,466,18729,321069,19195
7852,2020-05-16,GU,0,4,4519,4
7853,2020-05-16,HI,1,2106,40883,2107
7854,2020-05-16,IA,279,2455,96300,2734
7855,2020-05-16,ID,38,905,35688,939
7856,2020-05-16,IL,2088,20959,561649,23047
7857,2020-05-16,IN,625,5285,171358,5910
7858,2020-05-16,KS,0,0,61592,0
7859,2020-05-16,KY,219,6237,127734,6452
7860,2020-05-16,LA,280,6273,259742,6553
7861,2020-05-16,MA,1512,10898,448089,9340
7862,2020-05-16,MD,982,6367,190175,7349
7863,2020-05-16,ME,45,0,23740,45
7864,2020-05-16,MI,336,11329,411179,11665
7865,2020-05-16,MN,342,7626,165104,7968
7866,2020-05-16,MO,219,4663,139340,4882
7867,2020-05-16,MP,2,12,3339,14
7868,2020-05-16,MS,322,1331,108476,1653
7869,2020-05-16,MT,2,671,26091,673
7870,2020-05-16,NC,853,6186,238586,7039
7871,2020-05-16,ND,87,1685,53486,2684
7872,2020-05-16,NE,356,2407,59978,2763
7873,2020-05-16,NH,0,64,44077,2347
7874,2020-05-16,NJ,1184,11068,475224,12252
7875,2020-05-16,NM,159,4698,124458,4857
7876,2020-05-16,NV,95,1470,73711,1565
7877,2020-05-16,NY,2419,38250,1378717,40669
7878,2020-05-16,OH,520,0,246702,520
7879,2020-05-16,OK,151,5056,123399,5207
7880,2020-05-16,OR,71,2622,92199,2693
7881,2020-05-16,PA,989,7015,327836,8004
7882,2020-05-16,PR,47,0,2589,47
7883,2020-05-16,RI,252,1764,91146,3839
7884,2020-05-16,SC,0,0,109616,0
7885,2020-05-16,SD,72,690,28176,762
7886,2020-05-16,TN,318,10127,320201,10445
7887,2020-05-16,TX,1801,27308,638739,29109
7888,2020-05-16,UT,155,3401,166774,3556
7889,2020-05-16,VA,1011,6543,186053,7210
7890,2020-05-16,VI,0,0,1300,0
7891,2020-05-16,VT,8,960,23137,968
7892,2020-05-16,WA,118,3380,299456,3498
7893,2020-05-16,WI,534,5549,148273,6083
7894,2020-05-16,WV,16,2441,73393,2457
7895,2020-05-16,WY,25,371,16419,396
7896,2020-05-15,AK,1,655,32418,656
7897,2020-05-15,AL,248,3830,146063,9691
7898,2020-05-15,AR,227,5484,81529,5711
7899,2020-05-15,AS,0,0,105,0
7900,2020-05-15,AZ,495,7168,142001,7663
7901,2020-05-15,CA,1772,27483,1133906,29255
7902,2020-05-15,CO,363,3148,118030,4017
7903,2020-05-15,CT,621,5725,155908,6346
7904,2020-05-15,DC,135,1205,34339,2681
7905,2020-05-15,DE,150,1271,38278,1421
7906,2020-05-15,FL,0,0,610065,0
7907,2020-05-15,GA,823,15170,301874,15993
7908,2020-05-15,GU,1,135,4515,136
7909,2020-05-15,HI,-1,-104,38776,-105
7910,2020-05-15,IA,374,3898,93566,4272
7911,2020-05-15,ID,27,964,34745,990
7912,2020-05-15,IL,2432,24133,538602,26565
7913,2020-05-15,IN,602,4607,165448,5209
7914,2020-05-15,KS,418,3546,61592,3964
7915,2020-05-15,KY,145,3738,121278,10637
7916,2020-05-15,LA,348,5253,253189,5601
7917,2020-05-15,MA,1239,10079,435679,17768
7918,2020-05-15,MD,1083,3289,182826,4372
7919,2020-05-15,ME,38,0,23695,38
7920,2020-05-15,MI,651,15170,399514,15821
7921,2020-05-15,MN,798,8330,157136,9128
7922,2020-05-15,MO,139,7209,134458,7348
7923,2020-05-15,MP,0,0,3325,0
7924,2020-05-15,MS,318,1179,106823,1497
7925,2020-05-15,MT,4,865,25418,869
7926,2020-05-15,NC,622,11657,231547,12279
7927,2020-05-15,ND,51,1355,51714,2086
7928,2020-05-15,NE,341,3533,57215,3874
7929,2020-05-15,NH,165,3272,43155,1919
7930,2020-05-15,NJ,1201,10075,462972,11276
7931,2020-05-15,NM,139,4451,119601,4590
7932,2020-05-15,NV,115,2547,72146,2662
7933,2020-05-15,NY,2762,36529,1338048,39291
7934,2020-05-15,OH,597,12233,246182,12830
7935,2020-05-15,OK,124,5885,118192,6009
7936,2020-05-15,OR,62,5394,89506,5456
7937,2020-05-15,PA,986,7651,319832,8637
7938,2020-05-15,PR,115,0,2542,115
7939,2020-05-15,RI,232,1700,89130,3737
7940,2020-05-15,SC,218,6863,109616,7081
7941,2020-05-15,SD,95,846,27414,941
7942,2020-05-15,TN,271,7168,309756,7439
7943,2020-05-15,TX,1347,20970,609630,22317
7944,2020-05-15,UT,164,2935,163218,3099
7945,2020-05-15,VA,859,10325,178472,7952
7946,2020-05-15,VI,0,30,1300,30
7947,2020-05-15,VT,1,740,22169,741
7948,2020-05-15,WA,263,6278,295958,6541
7949,2020-05-15,WI,475,6059,142192,6534
7950,2020-05-15,WV,14,2209,70936,2223
7951,2020-05-15,WY,15,578,16023,593
7952,2020-05-14,AK,4,1109,31762,1113
7953,2020-05-14,AL,351,5262,141985,3154
7954,2020-05-14,AR,72,2531,75818,2603
7955,2020-05-14,AS,0,0,105,0
7956,2020-05-14,AZ,498,6090,134338,6588
7957,2020-05-14,CA,2023,37036,1104651,39059
7958,2020-05-14,CO,318,2951,114519,3821
7959,2020-05-14,CT,609,6010,149562,6619
7960,2020-05-14,DC,152,1189,32999,608
7961,2020-05-14,DE,271,1833,36857,2104
7962,2020-05-14,FL,808,13266,610065,14074
7963,2020-05-14,GA,526,11451,285881,11977
7964,2020-05-14,GU,1,116,4379,117
7965,2020-05-14,HI,3,513,38881,516
7966,2020-05-14,IA,386,3189,89294,3575
7967,2020-05-14,ID,31,595,33754,622
7968,2020-05-14,IL,3239,19439,512037,22678
7969,2020-05-14,IN,580,5576,160239,6156
7970,2020-05-14,KS,0,0,57628,0
7971,2020-05-14,KY,227,6534,117395,6608
7972,2020-05-14,LA,827,8857,247588,9684
7973,2020-05-14,MA,1685,12644,424361,17377
7974,2020-05-14,MD,1091,3789,178454,4880
7975,2020-05-14,ME,50,0,23657,50
7976,2020-05-14,MI,578,16415,383693,16993
7977,2020-05-14,MN,793,5941,148008,6734
7978,2020-05-14,MO,175,2793,127110,2968
7979,2020-05-14,MP,0,285,3325,285
7980,2020-05-14,MS,393,4885,105326,5278
7981,2020-05-14,MT,0,697,24549,697
7982,2020-05-14,NC,691,8120,219268,8811
7983,2020-05-14,ND,67,1301,50308,2317
7984,2020-05-14,NE,383,3233,53341,3616
7985,2020-05-14,NH,60,1899,39910,2669
7986,2020-05-14,NJ,1144,9102,451696,10246
7987,2020-05-14,NM,152,4570,115011,4722
7988,2020-05-14,NV,105,2707,69484,2812
7989,2020-05-14,NY,2390,37460,1298757,39850
7990,2020-05-14,OH,636,6862,233352,7498
7991,2020-05-14,OK,110,2946,112183,3056
7992,2020-05-14,OR,63,0,84050,63
7993,2020-05-14,PA,938,7388,311195,8326
7994,2020-05-14,PR,98,0,2427,98
7995,2020-05-14,RI,228,1927,87198,3981
7996,2020-05-14,SC,262,9133,102535,9395
7997,2020-05-14,SD,60,569,26473,629
7998,2020-05-14,TN,329,9071,302317,9400
7999,2020-05-14,TX,1448,29089,587313,30537
8000,2020-05-14,UT,129,3204,160119,3333
8001,2020-05-14,VA,1067,4371,167326,8735
8002,2020-05-14,VI,0,36,1278,36
8003,2020-05-14,VT,1,789,21428,790
8004,2020-05-14,WA,271,6102,289417,6373
